HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Index,Input.HS_CITY,Input.HS_COUNTRY,Input.HS_NAME,Input.HS_POSTAL_CD,Input.HS_STATE,Input.HS_CEEB,Input.HS_NCES,Input.HS_MATCH_NAME,Input.HS_STATE_FULL,Answer.HS_NCES,Answer.HS_NO_NCES.on,Approve,Reject
36U4VBVNRTGDX8SSBNNKKM9ZFV2UR5,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:03 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:03 PDT 2020, , ,3R3YRB5GRK6OLB45ZE60DGFAX8ZUA8,A32DLDN6B26WN0,Submitted,Thu Jun 18 11:59:48 PDT 2020,Thu Jun 18 12:01:37 PDT 2020,Sun Jun 21 12:01:37 PDT 2020, , , ,109,0% (0/0),0% (0/0),0% (0/0),1085,Wilmington,USA,tatnall school,19807,DE,080200, , ,Delaware, ,true,x, 
36U4VBVNRTGDX8SSBNNKKM9ZFV2UR5,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:03 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:03 PDT 2020, , ,3SNLUL3WO9Q5HUV9W5VQMUVLRKZULR,A1Q890R4148O5G,Submitted,Thu Jun 18 12:03:10 PDT 2020,Thu Jun 18 12:03:16 PDT 2020,Sun Jun 21 12:03:16 PDT 2020, , , ,6,0% (0/0),0% (0/0),0% (0/0),1085,Wilmington,USA,tatnall school,19807,DE,080200, , ,Delaware, ,true, ,x
371DNNCG595SFQY7C9RAO9SS6P7T81,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:41 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:41 PDT 2020, , ,30X31N5D68T86YC1A9B0YFXMCB4ASY,A2JW9WXNM0FU00,Submitted,Thu Jun 18 11:23:50 PDT 2020,Thu Jun 18 11:24:02 PDT 2020,Sun Jun 21 11:24:02 PDT 2020, , , ,12,0% (0/0),0% (0/0),0% (0/0),753,Thoreau,USA,st bonaventure high school,87323,NM,320687, , ,New Mexico, ,true,x, 
371DNNCG595SFQY7C9RAO9SS6P7T81,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:41 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:41 PDT 2020, , ,38BQUHLA913UA7TX0VKWN1IL93TOM2,A1Q890R4148O5G,Submitted,Thu Jun 18 11:35:07 PDT 2020,Thu Jun 18 11:35:10 PDT 2020,Sun Jun 21 11:35:10 PDT 2020, , , ,3,0% (0/0),0% (0/0),0% (0/0),753,Thoreau,USA,st bonaventure high school,87323,NM,320687, , ,New Mexico, ,true, ,x
371DNNCG595SFQY7C9RAO9SS6P7T81,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:41 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:41 PDT 2020, , ,3EG49X351ZFFFDMXE60BHICSV7TX6G,A3DS9DP2JE8I4Z,Submitted,Thu Jun 18 12:11:46 PDT 2020,Thu Jun 18 12:14:04 PDT 2020,Sun Jun 21 12:14:04 PDT 2020, , , ,138,0% (0/0),0% (0/0),0% (0/0),753,Thoreau,USA,st bonaventure high school,87323,NM,320687, , ,New Mexico, ,true,x, 
371DNNCG595SFQY7C9RAO9SS6P7T81,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:41 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:41 PDT 2020, , ,3M0BCWMB80Z6WPY20SLXQFKD06XBWL,AAHPYD3M7T84Y,Submitted,Thu Jun 18 12:06:07 PDT 2020,Thu Jun 18 12:06:25 PDT 2020,Sun Jun 21 12:06:25 PDT 2020, , , ,18,0% (0/0),0% (0/0),0% (0/0),753,Thoreau,USA,st bonaventure high school,87323,NM,320687, , ,New Mexico,Grade Levels: 9 - 12,false,x, 
371DNNCG595SFQY7C9RAO9SS6P88TH,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:21 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:21 PDT 2020, , ,3F1567XTN18IOZNJQZ8V7K71O5IQ9R,A3C9NF541MQ83M,Submitted,Thu Jun 18 12:21:57 PDT 2020,Thu Jun 18 12:22:02 PDT 2020,Sun Jun 21 12:22:02 PDT 2020, , , ,5,0% (0/0),0% (0/0),0% (0/0),695,Seattle,USA,lakeside school,98125,WA,481120, , ,Washington, ,true, ,x
371DNNCG595SFQY7C9RAO9SS6P88TH,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:21 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:21 PDT 2020, , ,3IAEQB9FMJNZBMWMEOC3L58D3RDDWY,A3NZC0P3E4R8HP,Submitted,Thu Jun 18 12:19:18 PDT 2020,Thu Jun 18 12:20:04 PDT 2020,Sun Jun 21 12:20:04 PDT 2020, , , ,46,0% (0/0),0% (0/0),0% (0/0),695,Seattle,USA,lakeside school,98125,WA,481120, , ,Washington, ,true,x, 
371DNNCG595SFQY7C9RAO9SS6P88TH,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:21 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:21 PDT 2020, , ,3PXX5PX6L219PCVZZNP58QNM8NYABD,A17LA7KM9S0SCS,Submitted,Thu Jun 18 12:18:26 PDT 2020,Thu Jun 18 12:21:32 PDT 2020,Sun Jun 21 12:21:32 PDT 2020, , , ,186,0% (0/0),0% (0/0),0% (0/0),695,Seattle,USA,lakeside school,98125,WA,481120, , ,Washington, ,true, ,x
371DNNCG595SFQY7C9RAO9SS6P88TH,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:21 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:21 PDT 2020, , ,3VELCLL3GPM385UF86I8GFL4JRNF1F,A1PIWVNLBFYV4X,Submitted,Thu Jun 18 12:26:41 PDT 2020,Thu Jun 18 12:27:25 PDT 2020,Sun Jun 21 12:27:25 PDT 2020, , , ,44,0% (0/0),0% (0/0),0% (0/0),695,Seattle,USA,lakeside school,98125,WA,481120, , ,Washington, ,true,x, 
371Q3BEXEMC6KMMFWZMXROTA3F0SZG,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:10 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:10 PDT 2020, , ,34Z02EIMIXGDKLRY77JXJEHV58MT0V,A1VMYCTZSIBP5J,Submitted,Thu Jun 18 12:19:26 PDT 2020,Thu Jun 18 12:20:16 PDT 2020,Sun Jun 21 12:20:16 PDT 2020, , , ,50,0% (0/0),0% (0/0),0% (0/0),373,Houston,USA,kipp academy charter school,77047,TX,443751, , ,Texas,480026411247,false,x, 
371Q3BEXEMC6KMMFWZMXROTA3F0SZG,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:10 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:10 PDT 2020, , ,3IAEQB9FMJNZBMWMEOC3L58D3RBDWW,A24UW5LJPVNWA9,Submitted,Thu Jun 18 12:13:29 PDT 2020,Thu Jun 18 12:15:30 PDT 2020,Sun Jun 21 12:15:30 PDT 2020, , , ,121,0% (0/0),0% (0/0),0% (0/0),373,Houston,USA,kipp academy charter school,77047,TX,443751, , ,Texas, ,true,x, 
371Q3BEXEMC6KMMFWZMXROTA3F0SZG,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:10 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:10 PDT 2020, , ,3LS2AMNW5KTLVMRPSORD4A2QJ4YQOZ,A3C9NF541MQ83M,Submitted,Thu Jun 18 12:04:47 PDT 2020,Thu Jun 18 12:04:51 PDT 2020,Sun Jun 21 12:04:51 PDT 2020, , , ,4,0% (0/0),0% (0/0),0% (0/0),373,Houston,USA,kipp academy charter school,77047,TX,443751, , ,Texas, ,true, ,x
371Q3BEXEMC6KMMFWZMXROTA3F0SZG,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:10 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:10 PDT 2020, , ,3S4AW7T80GL60W1UHZ489QXRS7CL4W,A1Q890R4148O5G,Submitted,Thu Jun 18 12:07:14 PDT 2020,Thu Jun 18 12:07:17 PDT 2020,Sun Jun 21 12:07:17 PDT 2020, , , ,3,0% (0/0),0% (0/0),0% (0/0),373,Houston,USA,kipp academy charter school,77047,TX,443751, , ,Texas, ,true, ,x
371Q3BEXEMC6KMMFWZMXROTA3F0ZSN,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:04 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:04 PDT 2020, , ,3JWH6J9I9XGG9VPO8RUAUW7M7USNB5,A1VPJFCJDIXGW7,Submitted,Thu Jun 18 12:04:02 PDT 2020,Thu Jun 18 12:05:20 PDT 2020,Sun Jun 21 12:05:20 PDT 2020, , , ,78,0% (0/0),0% (0/0),0% (0/0),575,Miami,USA,equity american school,33266,FL,854401, , ,Florida, ,true,x, 
371Q3BEXEMC6KMMFWZMXROTA3F0ZSN,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:04 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:04 PDT 2020, , ,3OXV7EAXLJT3ZFFJUHTNA2NOOCR36L,A1Q890R4148O5G,Submitted,Thu Jun 18 12:04:18 PDT 2020,Thu Jun 18 12:04:22 PDT 2020,Sun Jun 21 12:04:22 PDT 2020, , , ,4,0% (0/0),0% (0/0),0% (0/0),575,Miami,USA,equity american school,33266,FL,854401, , ,Florida, ,true, ,x
371Q3BEXEMC6KMMFWZMXROTA3F0ZSN,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:04 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:04 PDT 2020, , ,3OXV7EAXLJT3ZFFJUHTNA2NOOCT63Q,A3C9NF541MQ83M,Submitted,Thu Jun 18 12:11:09 PDT 2020,Thu Jun 18 12:11:13 PDT 2020,Sun Jun 21 12:11:13 PDT 2020, , , ,4,0% (0/0),0% (0/0),0% (0/0),575,Miami,USA,equity american school,33266,FL,854401, , ,Florida, ,true, ,x
371Q3BEXEMC6KMMFWZMXROTA3F0ZSN,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:04 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:04 PDT 2020, , ,3SB4CE2TJ0YG2FY04JHNXNEERQIAXI,A1H5Y0IB7L7CPZ,Submitted,Thu Jun 18 12:05:54 PDT 2020,Thu Jun 18 12:06:04 PDT 2020,Sun Jun 21 12:06:04 PDT 2020, , , ,10,0% (0/0),0% (0/0),0% (0/0),575,Miami,USA,equity american school,33266,FL,854401, , ,Florida, ,true,x, 
371QPA24D7RA4QEMDOIV9Z5KSJ1T1H,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:38 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:38 PDT 2020, , ,31QTRG6Q2YGCPOUCYYLM6WAISI4PYB,A1FYJYV4GBFELD,Submitted,Thu Jun 18 11:41:07 PDT 2020,Thu Jun 18 11:41:41 PDT 2020,Sun Jun 21 11:41:41 PDT 2020, , , ,34,0% (0/0),0% (0/0),0% (0/0),562,Jacksonville,USA,seacoast christian academy,32225,FL,100777, , ,Florida,A9501349,false,x, 
371QPA24D7RA4QEMDOIV9Z5KSJ1T1H,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:38 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:38 PDT 2020, , ,3B837J3LDTZ05FYICKXMT5MWCFTRSO,AQA4AX0RCRPSV,Submitted,Thu Jun 18 11:28:48 PDT 2020,Thu Jun 18 11:28:54 PDT 2020,Sun Jun 21 11:28:54 PDT 2020, , , ,6,0% (0/0),0% (0/0),0% (0/0),562,Jacksonville,USA,seacoast christian academy,32225,FL,100777, , ,Florida, ,true, ,x
371QPA24D7RA4QEMDOIV9Z5KSJ1T1H,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:38 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:38 PDT 2020, , ,3LWJHTCVCHPRP9EWTL8NHGTCR3XFQS,AWJ0LF6A0LXJN,Submitted,Thu Jun 18 11:27:16 PDT 2020,Thu Jun 18 11:59:41 PDT 2020,Sun Jun 21 11:59:41 PDT 2020, , , ,1945,0% (0/0),0% (0/0),0% (0/0),562,Jacksonville,USA,seacoast christian academy,32225,FL,100777, , ,Florida,A9501349,false, ,x
371QPA24D7RA4QEMDOIV9Z5KSJ1T1H,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:38 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:38 PDT 2020, , ,3Q5ZZ9ZEVTITH8LB1FEE9DHZ83385X,A348URLAYCWEQ7,Submitted,Thu Jun 18 11:48:57 PDT 2020,Thu Jun 18 11:50:15 PDT 2020,Sun Jun 21 11:50:15 PDT 2020, , , ,78,0% (0/0),0% (0/0),0% (0/0),562,Jacksonville,USA,seacoast christian academy,32225,FL,100777, , ,Florida,A9501349,false,x, 
371QPA24D7RA4QEMDOIV9Z5KSJ21TQ,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:54 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:54 PDT 2020, , ,3AAPLD8UCHKOVLXU5FQIP6GCRPETHN,A2R2ZOTG7BFHWG,Submitted,Thu Jun 18 11:49:20 PDT 2020,Thu Jun 18 11:50:18 PDT 2020,Sun Jun 21 11:50:18 PDT 2020, , , ,58,0% (0/0),0% (0/0),0% (0/0),499,Centreville,USA,ad fontes academy,20122,VA,470806, , ,Virginia, ,true,x, 
371QPA24D7RA4QEMDOIV9Z5KSJ21TQ,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:54 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:54 PDT 2020, , ,3LPW2N6LKY5RF5SO4IFJ55ZO5UUU5Y,A24UW5LJPVNWA9,Submitted,Thu Jun 18 11:47:40 PDT 2020,Thu Jun 18 11:48:45 PDT 2020,Sun Jun 21 11:48:45 PDT 2020, , , ,65,0% (0/0),0% (0/0),0% (0/0),499,Centreville,USA,ad fontes academy,20122,VA,470806, , ,Virginia, ,true,x, 
371QPA24D7RA4QEMDOIV9Z5KSJ21TQ,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:54 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:54 PDT 2020, , ,3PJUZCGDJBJCIVNN45RVLTM1UZP98S,A32M3XG42SZNV0,Submitted,Thu Jun 18 11:58:51 PDT 2020,Thu Jun 18 11:59:12 PDT 2020,Sun Jun 21 11:59:12 PDT 2020, , , ,21,0% (0/0),0% (0/0),0% (0/0),499,Centreville,USA,ad fontes academy,20122,VA,470806, , ,Virginia, ,true,x, 
371QPA24D7RA4QEMDOIV9Z5KSJ21TQ,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:54 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:54 PDT 2020, , ,3RXPCZQMQUE9M5QAJQOQY0LGK69G11,A1Q890R4148O5G,Submitted,Thu Jun 18 11:42:23 PDT 2020,Thu Jun 18 11:42:27 PDT 2020,Sun Jun 21 11:42:27 PDT 2020, , , ,4,0% (0/0),0% (0/0),0% (0/0),499,Centreville,USA,ad fontes academy,20122,VA,470806, , ,Virginia, ,true, ,x
372AGES0J985ECMNGSY74T839DJRXU,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:57 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:57 PDT 2020, , ,304SM51WA87DP8HTGNBWTQHSUTWBS1,AQA4AX0RCRPSV,Submitted,Thu Jun 18 11:49:46 PDT 2020,Thu Jun 18 11:49:51 PDT 2020,Sun Jun 21 11:49:51 PDT 2020, , , ,5,0% (0/0),0% (0/0),0% (0/0),410,Laredo,USA,saint augustine high school,78040,TX,444050, , ,Texas, ,true, ,x
372AGES0J985ECMNGSY74T839DJRXU,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:57 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:57 PDT 2020, , ,336YQZE830H82XNFVGOXEVIUS8V5ML,A1FYJYV4GBFELD,Submitted,Thu Jun 18 11:58:09 PDT 2020,Thu Jun 18 11:58:34 PDT 2020,Sun Jun 21 11:58:34 PDT 2020, , , ,25,0% (0/0),0% (0/0),0% (0/0),410,Laredo,USA,saint augustine high school,78040,TX,444050, , ,Texas, ,true,x, 
372AGES0J985ECMNGSY74T839DJRXU,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:57 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:57 PDT 2020, , ,3A7Y0R2P2TRR3814YPU0QMHXHDGJXB,A3T72ITKOYCHUU,Submitted,Thu Jun 18 12:17:44 PDT 2020,Thu Jun 18 12:18:22 PDT 2020,Sun Jun 21 12:18:22 PDT 2020, , , ,38,0% (0/0),0% (0/0),0% (0/0),410,Laredo,USA,saint augustine high school,78040,TX,444050, , ,Texas, ,true,x, 
372AGES0J985ECMNGSY74T839DJRXU,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:57 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:57 PDT 2020, , ,3GFK2QRXXEK479HTZIUKNTKLQAB5WE,A3C9NF541MQ83M,Submitted,Thu Jun 18 12:05:33 PDT 2020,Thu Jun 18 12:05:37 PDT 2020,Sun Jun 21 12:05:37 PDT 2020, , , ,4,0% (0/0),0% (0/0),0% (0/0),410,Laredo,USA,saint augustine high school,78040,TX,444050, , ,Texas, ,true, ,x
372AGES0J985ECMNGSY74T839DJXR0,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:06 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:06 PDT 2020, , ,3L4PIM1GQYJX11ARBQPBBRAXT01RYE,AAHPYD3M7T84Y,Submitted,Thu Jun 18 12:10:03 PDT 2020,Thu Jun 18 12:10:42 PDT 2020,Sun Jun 21 12:10:42 PDT 2020, , , ,39,0% (0/0),0% (0/0),0% (0/0),336,Austin,USA,univ texas austin hs program,78703,TX,440344, , ,Texas,Grade Levels: 9 - 12,false,x, 
372AGES0J985ECMNGSY74T839DJXR0,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:06 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:06 PDT 2020, , ,3SNVL38CI9VYBUWRPEYPDOW0VKSCK1,AYNDM4LEISPXZ,Submitted,Thu Jun 18 12:18:21 PDT 2020,Thu Jun 18 12:43:58 PDT 2020,Sun Jun 21 12:43:58 PDT 2020, , , ,1537,0% (0/0),0% (0/0),0% (0/0),336,Austin,USA,univ texas austin hs program,78703,TX,440344, , ,Texas,480894000294,false,x, 
372AGES0J985ECMNGSY74T839DJXR0,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:06 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:06 PDT 2020, , ,3WT783CTPGKXIRSXJ1LWELDA8QICBG,A1PPJJHOPZQ3E5,Submitted,Thu Jun 18 12:15:23 PDT 2020,Thu Jun 18 12:23:52 PDT 2020,Sun Jun 21 12:23:52 PDT 2020, , , ,509,0% (0/0),0% (0/0),0% (0/0),336,Austin,USA,univ texas austin hs program,78703,TX,440344, , ,Texas,NCES District ID: 4808940 NCES School ID: 480894000294,false,x, 
372AGES0J985ECMNGSY74T839DJXR0,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:21:06 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:21:06 PDT 2020, , ,3ZOTGHDK5NEX8262KSGIZAHR1SMOSP,A3AJ5Z7JX7LBAW,Submitted,Thu Jun 18 12:14:25 PDT 2020,Thu Jun 18 12:15:19 PDT 2020,Sun Jun 21 12:15:19 PDT 2020, , , ,54,0% (0/0),0% (0/0),0% (0/0),336,Austin,USA,univ texas austin hs program,78703,TX,440344, , ,Texas,480894000294,false,x, 
373L46LKQC9IWO4394A9C8EA3NAJK5,3JEJVC0BAHFY5547IU8IPVOJL2VKNX,Perform a database search,"Enter the provided information into the search portal. If a matching result returns, enter it into the database. If no results are returned then indicate that this is the case.","data collection, website",$0.07,Thu Jun 18 11:20:42 PDT 2020,4,BatchId:4084494;OriginalHitTemplateId:928390855;,3600,259200,Thu Jun 25 11:20:42 PDT 2020, , ,3GGAI1SQE01T1IWUAQB5S1O4KPBMC4,A2DDPSXH2X96RF,Submitted,Thu Jun 18 11:39:45 PDT 2020,Thu Jun 18 12:01:44 PDT 2020,Sun Jun 21 12:01:44 PDT 2020, , , ,1319,0% (0/0),0% (0/0),0% (0/0),1098,Athens,USA,athens academy,30604,GA,110113, , ,Georgia, ,true,x, 
